API WELL NUMBER,Nearest_SWIW_km
34121228510000,"85    336.889605
85    336.889605
Name: geometry, dtype: float64"
34121228520000,"85    335.851593
Name: geometry, dtype: float64"
34121228530000,"85    347.17788
Name: geometry, dtype: float64"
34121228540000,"85    347.083515
Name: geometry, dtype: float64"
34121228580000,"85    336.843128
Name: geometry, dtype: float64"
34121228650000,"85    339.201757
85    339.201757
Name: geometry, dtype: float64"
34121228700000,"85    351.91619
Name: geometry, dtype: float64"
34121228730000,"85    337.106025
85    337.106025
Name: geometry, dtype: float64"
34121228740000,"85    338.299635
85    338.299635
Name: geometry, dtype: float64"
34121228850000,"85    337.236182
Name: geometry, dtype: float64"
34121228960000,"85    336.951077
Name: geometry, dtype: float64"
34121228990000,"85    339.673085
85    339.673085
Name: geometry, dtype: float64"
34121229080000,"85    340.768602
85    340.768602
Name: geometry, dtype: float64"
34121229130000,"85    343.099445
85    343.099445
Name: geometry, dtype: float64"
34121229140000,"85    343.385112
85    343.385112
Name: geometry, dtype: float64"
34121229280000,"85    338.40467
85    338.40467
Name: geometry, dtype: float64"
34121229310000,"85    339.618904
85    339.618904
Name: geometry, dtype: float64"
34121229330000,"85    339.446301
85    339.446301
Name: geometry, dtype: float64"
34121229350000,"85    341.055884
85    341.055884
Name: geometry, dtype: float64"
34121229450000,"85    348.107952
Name: geometry, dtype: float64"
34121229460000,"85    340.612153
85    340.612153
Name: geometry, dtype: float64"
34121229480000,"85    341.882692
85    341.882692
Name: geometry, dtype: float64"
34121232290000,"85    336.39448
85    336.39448
Name: geometry, dtype: float64"
34121232300000,"85    338.679087
85    338.679087
Name: geometry, dtype: float64"
34121232390000,"85    342.174563
85    342.174563
Name: geometry, dtype: float64"
34121232460000,"85    356.011706
Name: geometry, dtype: float64"
34121233200000,"85    336.383551
85    336.383551
Name: geometry, dtype: float64"
34121233210000,"85    334.279279
Name: geometry, dtype: float64"
34121233980000,"85    338.899317
Name: geometry, dtype: float64"
34121234650000,"85    337.980877
Name: geometry, dtype: float64"
34121234660000,"85    337.661951
Name: geometry, dtype: float64"
34121234870000,"85    342.572942
85    342.572942
Name: geometry, dtype: float64"
34121234900000,"85    341.491983
85    341.491983
Name: geometry, dtype: float64"
34121235260000,"85    339.30755
85    339.30755
Name: geometry, dtype: float64"
34121235280000,"85    339.789353
85    339.789353
Name: geometry, dtype: float64"
34121235480000,"85    348.101603
Name: geometry, dtype: float64"
34121235530000,"85    355.887375
Name: geometry, dtype: float64"
34121235540000,"85    347.702823
Name: geometry, dtype: float64"
34121235720000,"85    348.394148
Name: geometry, dtype: float64"
34121235770000,"85    355.731569
Name: geometry, dtype: float64"
34121236000000,"85    338.139664
Name: geometry, dtype: float64"
34121236090000,"85    349.593401
Name: geometry, dtype: float64"
34121236360000,"85    348.009392
Name: geometry, dtype: float64"
34121236730000,"85    346.04788
Name: geometry, dtype: float64"
34121237360000,"85    345.549441
Name: geometry, dtype: float64"
34121237450000,"85    337.767179
Name: geometry, dtype: float64"
34121237530000,"85    348.282539
Name: geometry, dtype: float64"
34121238000000,"85    348.257693
Name: geometry, dtype: float64"
34121238010000,"85    347.659865
Name: geometry, dtype: float64"
34121238150000,"85    341.817455
85    341.817455
Name: geometry, dtype: float64"
34121238560000,"85    356.003435
Name: geometry, dtype: float64"
34121238820000,"85    349.14429
Name: geometry, dtype: float64"
34121238960000,"85    342.109353
85    342.109353
Name: geometry, dtype: float64"
34121238990000,"85    349.507229
Name: geometry, dtype: float64"
34121239070000,"85    350.079639
Name: geometry, dtype: float64"
34121239080000,"85    350.021122
Name: geometry, dtype: float64"
34121239090000,"85    349.372204
Name: geometry, dtype: float64"
34121239180000,"85    355.166461
Name: geometry, dtype: float64"
34121239190000,"85    348.69892
Name: geometry, dtype: float64"
34121239240000,"85    355.519026
Name: geometry, dtype: float64"
34121239340000,"85    341.803501
85    341.803501
Name: geometry, dtype: float64"
34121239350000,"85    335.311634
Name: geometry, dtype: float64"
34121239360000,"85    336.427991
85    336.427991
Name: geometry, dtype: float64"
34121239370000,"85    340.936783
85    340.936783
Name: geometry, dtype: float64"
34121239380000,"85    342.398368
85    342.398368
Name: geometry, dtype: float64"
34121239390000,"85    344.641725
Name: geometry, dtype: float64"
34121239410000,"85    341.478076
85    341.478076
Name: geometry, dtype: float64"
34121239430000,"85    345.10138
Name: geometry, dtype: float64"
34121239440000,"85    344.345191
Name: geometry, dtype: float64"
34121239450000,"85    346.336179
Name: geometry, dtype: float64"
34121239490000,"85    341.204932
85    341.204932
Name: geometry, dtype: float64"
34121239530000,"85    337.901457
85    337.901457
Name: geometry, dtype: float64"
34121239540000,"85    342.624089
85    342.624089
Name: geometry, dtype: float64"
34121239590000,"85    341.472496
85    341.472496
Name: geometry, dtype: float64"
34121239600000,"85    340.519314
85    340.519314
Name: geometry, dtype: float64"
34121239610000,"85    340.028757
85    340.028757
Name: geometry, dtype: float64"
34121239630000,"85    346.613262
Name: geometry, dtype: float64"
34121239640000,"85    339.193438
85    339.193438
Name: geometry, dtype: float64"
34121239680000,"85    344.77454
Name: geometry, dtype: float64"
34121239720000,"85    344.016353
Name: geometry, dtype: float64"
34121239740000,"85    347.129299
Name: geometry, dtype: float64"
34121239750000,"85    346.351368
Name: geometry, dtype: float64"
34121239760000,"85    345.577415
Name: geometry, dtype: float64"
34121239770000,"85    346.215609
Name: geometry, dtype: float64"
34121239780000,"85    342.929611
Name: geometry, dtype: float64"
34121239790000,"85    343.281327
Name: geometry, dtype: float64"
34121239830000,"85    338.260385
85    338.260385
Name: geometry, dtype: float64"
34121239840000,"85    338.046663
85    338.046663
Name: geometry, dtype: float64"
34121239870000,"85    347.60936
Name: geometry, dtype: float64"
34121239880000,"85    347.260027
Name: geometry, dtype: float64"
34121239890000,"85    347.244993
Name: geometry, dtype: float64"
34121239920000,"85    346.529604
Name: geometry, dtype: float64"
34121239940000,"85    342.842088
85    342.842088
Name: geometry, dtype: float64"
34121239980000,"85    339.390174
85    339.390174
Name: geometry, dtype: float64"
34121239990000,"85    336.865754
85    336.865754
Name: geometry, dtype: float64"
34121240020000,"85    346.056043
Name: geometry, dtype: float64"
34121240100000,"85    340.167614
85    340.167614
Name: geometry, dtype: float64"
34121240150000,"85    348.224221
Name: geometry, dtype: float64"
34121240210000,"85    346.541034
Name: geometry, dtype: float64"
34121240380000,"85    337.363991
85    337.363991
Name: geometry, dtype: float64"
34121240420000,"85    340.599825
85    340.599825
Name: geometry, dtype: float64"
34121240560000,"85    336.7907
85    336.7907
Name: geometry, dtype: float64"
34121240600000,"85    339.889577
85    339.889577
Name: geometry, dtype: float64"
34121240660000,"85    335.846576
Name: geometry, dtype: float64"
34121240680000,"85    337.111662
85    337.111662
Name: geometry, dtype: float64"
34121240760000,"85    339.752161
85    339.752161
Name: geometry, dtype: float64"
34121240770000,"85    340.086852
85    340.086852
Name: geometry, dtype: float64"
34121240800000,"85    336.621563
85    336.621563
Name: geometry, dtype: float64"
34121240820000,"85    337.168078
85    337.168078
Name: geometry, dtype: float64"
34121240830000,"85    338.948266
85    338.948266
Name: geometry, dtype: float64"
34121240850000,"85    344.471638
Name: geometry, dtype: float64"
34121240890000,"85    337.681687
85    337.681687
Name: geometry, dtype: float64"
34121240900000,"85    337.129288
85    337.129288
Name: geometry, dtype: float64"
34121240910000,"85    337.533128
85    337.533128
Name: geometry, dtype: float64"
34121240920000,"85    337.889027
85    337.889027
Name: geometry, dtype: float64"
34121240940000,"85    337.546357
85    337.546357
Name: geometry, dtype: float64"
34121240950000,"85    344.967758
Name: geometry, dtype: float64"
34121240960000,"85    337.44388
85    337.44388
Name: geometry, dtype: float64"
34121240970000,"85    337.287945
85    337.287945
Name: geometry, dtype: float64"
34121240990000,"85    344.121474
Name: geometry, dtype: float64"
34121241110000,"85    342.205794
85    342.205794
Name: geometry, dtype: float64"
34121241120000,"85    336.771066
85    336.771066
Name: geometry, dtype: float64"
34121241140000,"85    336.868845
85    336.868845
Name: geometry, dtype: float64"
34121241150000,"85    336.73876
85    336.73876
Name: geometry, dtype: float64"
34121241160000,"85    336.293835
85    336.293835
Name: geometry, dtype: float64"
34121237020000,"85    346.633836
Name: geometry, dtype: float64"
34121237070000,"85    345.721509
Name: geometry, dtype: float64"
34121237080000,"85    345.497177
Name: geometry, dtype: float64"
34121237240000,"85    345.789069
Name: geometry, dtype: float64"
34121237290000,"85    345.879488
Name: geometry, dtype: float64"
34121237300000,"85    345.888796
Name: geometry, dtype: float64"
34121237440000,"85    346.34189
Name: geometry, dtype: float64"
34121237490000,"85    344.73119
Name: geometry, dtype: float64"
34121237540000,"85    347.567303
Name: geometry, dtype: float64"
34121237550000,"85    346.200375
Name: geometry, dtype: float64"
34121237560000,"85    345.284147
Name: geometry, dtype: float64"
34121237580000,"85    346.768998
Name: geometry, dtype: float64"
34121237620000,"85    346.004746
Name: geometry, dtype: float64"
34121237630000,"85    346.961179
Name: geometry, dtype: float64"
34121237640000,"85    345.52771
Name: geometry, dtype: float64"
34121237650000,"85    346.664996
Name: geometry, dtype: float64"
34121237760000,"85    345.225288
Name: geometry, dtype: float64"
34121237770000,"85    344.75237
Name: geometry, dtype: float64"
34121205190000,"85    339.53991
Name: geometry, dtype: float64"
34121205260000,"85    331.41165
Name: geometry, dtype: float64"
34121205520000,"85    347.984586
Name: geometry, dtype: float64"
34121205700000,"85    338.058956
Name: geometry, dtype: float64"
34121206460000,"85    328.087296
Name: geometry, dtype: float64"
34121207790000,"85    331.902442
Name: geometry, dtype: float64"
34121208780000,"85    331.756858
Name: geometry, dtype: float64"
34121209430000,"85    338.809231
Name: geometry, dtype: float64"
34121209480000,"85    337.488697
Name: geometry, dtype: float64"
34121210390000,"85    334.874125
Name: geometry, dtype: float64"
34121217800000,"85    331.666577
Name: geometry, dtype: float64"
34121217930000,"85    316.187709
Name: geometry, dtype: float64"
34121218030000,"85    317.311441
Name: geometry, dtype: float64"
34121218430000,"85    323.633458
Name: geometry, dtype: float64"
34121218500000,"85    316.760433
Name: geometry, dtype: float64"
34121218800000,"85    317.101364
Name: geometry, dtype: float64"
34121219000000,"85    325.649462
Name: geometry, dtype: float64"
34121219600000,"85    316.919898
Name: geometry, dtype: float64"
34121219670000,"85    321.416199
Name: geometry, dtype: float64"
34121219680000,"85    321.30647
Name: geometry, dtype: float64"
34121219770000,"85    320.29254
Name: geometry, dtype: float64"
34121219810000,"85    330.19909
Name: geometry, dtype: float64"
34121219840000,"85    331.114413
Name: geometry, dtype: float64"
34121219850000,"85    328.719069
Name: geometry, dtype: float64"
34121219860000,"85    329.342157
Name: geometry, dtype: float64"
34121219930000,"85    324.759334
Name: geometry, dtype: float64"
34121219960000,"85    329.910383
Name: geometry, dtype: float64"
34121220000000,"85    330.282644
Name: geometry, dtype: float64"
34121220100000,"85    321.255179
Name: geometry, dtype: float64"
34121220110000,"85    322.032138
Name: geometry, dtype: float64"
34121220200000,"85    329.579413
Name: geometry, dtype: float64"
34121220210000,"85    330.940907
Name: geometry, dtype: float64"
34121220240000,"85    329.829915
Name: geometry, dtype: float64"
34121220250000,"85    328.595841
Name: geometry, dtype: float64"
34121220300000,"85    317.860567
Name: geometry, dtype: float64"
34121220310000,"85    316.238954
Name: geometry, dtype: float64"
34121220370000,"85    331.787791
Name: geometry, dtype: float64"
34121220400000,"85    317.169731
Name: geometry, dtype: float64"
34121220520000,"85    327.237669
Name: geometry, dtype: float64"
34121242540000,"85    343.510805
Name: geometry, dtype: float64"
34121242550000,"85    344.153293
Name: geometry, dtype: float64"
34121242570000,"85    343.24915
Name: geometry, dtype: float64"
34121242600000,"85    343.322889
Name: geometry, dtype: float64"
34121242610000,"85    344.157916
Name: geometry, dtype: float64"
34121242620000,"85    344.840148
Name: geometry, dtype: float64"
34121242630000,"85    345.747924
Name: geometry, dtype: float64"
34121242640000,"85    340.300388
Name: geometry, dtype: float64"
34121242650000,"85    339.709165
Name: geometry, dtype: float64"
34121242660000,"85    337.810194
Name: geometry, dtype: float64"
34121242670000,"85    342.813572
Name: geometry, dtype: float64"
34121242680000,"85    341.179591
Name: geometry, dtype: float64"
34121242690000,"85    342.232472
Name: geometry, dtype: float64"
34121242700000,"85    339.355603
Name: geometry, dtype: float64"
34121242780000,"85    343.898839
Name: geometry, dtype: float64"
34121242800000,"85    340.435404
Name: geometry, dtype: float64"
34121242810000,"85    343.365141
Name: geometry, dtype: float64"
34121243110000,"85    342.443113
Name: geometry, dtype: float64"
34121243120000,"85    342.161305
Name: geometry, dtype: float64"
34121243160000,"85    343.515259
Name: geometry, dtype: float64"
34121243170000,"85    346.177769
Name: geometry, dtype: float64"
34121243180000,"85    342.589833
Name: geometry, dtype: float64"
34121243220000,"85    340.46695
Name: geometry, dtype: float64"
34121243230000,"85    339.990009
Name: geometry, dtype: float64"
34121243250000,"85    341.084819
Name: geometry, dtype: float64"
34121243260000,"85    341.030937
Name: geometry, dtype: float64"
34121243300000,"85    341.546051
Name: geometry, dtype: float64"
34121243310000,"85    341.630325
Name: geometry, dtype: float64"
34121243390000,"85    323.871103
Name: geometry, dtype: float64"
34121243430000,"85    322.325239
Name: geometry, dtype: float64"
34121243450000,"85    323.17928
Name: geometry, dtype: float64"
34121243480100,"85    318.664163
Name: geometry, dtype: float64"
34121243520000,"85    342.524337
Name: geometry, dtype: float64"
34121243550000,"85    329.098333
Name: geometry, dtype: float64"
34121243560000,"85    322.977715
Name: geometry, dtype: float64"
34121243710000,"85    343.754276
Name: geometry, dtype: float64"
34121243720000,"85    343.184152
Name: geometry, dtype: float64"
34121243760000,"85    341.107695
Name: geometry, dtype: float64"
34121243860000,"85    322.68201
Name: geometry, dtype: float64"
34121244210000,"85    318.866831
Name: geometry, dtype: float64"
34121244260000,"85    321.916502
Name: geometry, dtype: float64"
34121244410000,"85    337.194923
Name: geometry, dtype: float64"
34121244420000,"85    337.187422
Name: geometry, dtype: float64"
34121244430000,"85    337.179537
Name: geometry, dtype: float64"
34121244440000,"85    337.202738
Name: geometry, dtype: float64"
34121244460100,"85    338.820172
Name: geometry, dtype: float64"
34121244480000,"85    338.817406
Name: geometry, dtype: float64"
34121244520000,"85    322.174163
Name: geometry, dtype: float64"
34121244530000,"85    338.823257
Name: geometry, dtype: float64"
34121244620000,"85    347.002674
Name: geometry, dtype: float64"
34121244630000,"85    347.007886
Name: geometry, dtype: float64"
34121244640000,"85    347.012712
Name: geometry, dtype: float64"
34121244670000,"85    347.028028
Name: geometry, dtype: float64"
34121244730000,"85    346.997462
Name: geometry, dtype: float64"
34121244770000,"85    345.989331
Name: geometry, dtype: float64"
34121244780000,"85    345.984115
Name: geometry, dtype: float64"
34121244790000,"85    329.324033
Name: geometry, dtype: float64"
34121244800000,"85    330.122618
Name: geometry, dtype: float64"
34121244810000,"85    345.973882
Name: geometry, dtype: float64"
34121244820000,"85    345.979032
Name: geometry, dtype: float64"
34121244910000,"85    322.589767
Name: geometry, dtype: float64"
34121244930000,"85    345.994865
Name: geometry, dtype: float64"
34121245170000,"85    338.243049
Name: geometry, dtype: float64"
34121245180000,"85    338.241212
Name: geometry, dtype: float64"
34121245190000,"85    338.238992
Name: geometry, dtype: float64"
34121245210000,"85    338.244692
Name: geometry, dtype: float64"
34121245230000,"85    338.237156
Name: geometry, dtype: float64"
34121245240000,"85    338.246528
Name: geometry, dtype: float64"
34121245300000,"85    346.005615
Name: geometry, dtype: float64"
34121245310000,"85    346.000015
Name: geometry, dtype: float64"
34121245320000,"85    347.018055
Name: geometry, dtype: float64"
34121245330000,"85    347.033305
Name: geometry, dtype: float64"
34121245350000,"85    347.023201
Name: geometry, dtype: float64"
34121245780000,"85    340.808251
Name: geometry, dtype: float64"
34121245790000,"85    340.809882
Name: geometry, dtype: float64"
34121245800000,"85    340.811513
Name: geometry, dtype: float64"
34121245820000,"85    328.20336
Name: geometry, dtype: float64"
34121245900000,"85    340.813144
Name: geometry, dtype: float64"
34121246070000,"85    340.816406
Name: geometry, dtype: float64"
34121246150000,"85    339.145496
Name: geometry, dtype: float64"
34121246160000,"85    339.150017
Name: geometry, dtype: float64"
34121246170000,"85    339.158341
Name: geometry, dtype: float64"
34121239110000,"85    311.271442
Name: geometry, dtype: float64"
34121239120000,"85    310.688339
Name: geometry, dtype: float64"
34121239140000,"85    315.012393
Name: geometry, dtype: float64"
34121239250000,"85    332.749589
Name: geometry, dtype: float64"
34121239280000,"85    334.088284
Name: geometry, dtype: float64"
34121239300000,"85    338.76498
Name: geometry, dtype: float64"
34121239320000,"85    310.468701
Name: geometry, dtype: float64"
34121239330000,"85    308.709809
Name: geometry, dtype: float64"
34121239400000,"85    316.420005
Name: geometry, dtype: float64"
34121203600000,"85    338.961628
Name: geometry, dtype: float64"
34121203640000,"85    329.16294
85    329.16294
Name: geometry, dtype: float64"
34121203800000,"85    337.290457
Name: geometry, dtype: float64"
34121203820000,"85    326.549513
Name: geometry, dtype: float64"
34121203950000,"85    326.135876
Name: geometry, dtype: float64"
34121204360000,"85    327.411528
Name: geometry, dtype: float64"
34121204540000,"85    341.310185
Name: geometry, dtype: float64"
34121205270000,"85    326.104614
Name: geometry, dtype: float64"
34121205310000,"85    325.740096
Name: geometry, dtype: float64"
34121205320000,"85    326.25669
Name: geometry, dtype: float64"
34121205380000,"85    330.949678
Name: geometry, dtype: float64"
34121205590000,"85    325.918281
Name: geometry, dtype: float64"
34121205740000,"85    340.861523
Name: geometry, dtype: float64"
34121205860000,"85    337.820947
Name: geometry, dtype: float64"
34121206100000,"85    341.036928
Name: geometry, dtype: float64"
34121206140000,"85    332.362051
Name: geometry, dtype: float64"
34121206540000,"85    328.591709
Name: geometry, dtype: float64"
34121206610000,"85    335.265503
Name: geometry, dtype: float64"
34121206640000,"85    335.574774
Name: geometry, dtype: float64"
34121206650000,"85    336.285624
Name: geometry, dtype: float64"
34121206720000,"85    335.273438
Name: geometry, dtype: float64"
34121206740000,"85    334.822187
Name: geometry, dtype: float64"
34121206750000,"85    336.470982
Name: geometry, dtype: float64"
34121206850000,"85    336.802676
Name: geometry, dtype: float64"
34121206880000,"85    334.795996
Name: geometry, dtype: float64"
34121206940000,"85    329.438115
Name: geometry, dtype: float64"
34121206970000,"85    335.551787
Name: geometry, dtype: float64"
34121207010000,"85    331.960427
Name: geometry, dtype: float64"
34121207060000,"85    326.729867
Name: geometry, dtype: float64"
34121207070000,"85    334.26536
Name: geometry, dtype: float64"
34121207190000,"85    334.72064
Name: geometry, dtype: float64"
34121207220000,"85    342.834659
Name: geometry, dtype: float64"
34121207260000,"85    334.832745
Name: geometry, dtype: float64"
34121207290000,"85    334.573637
Name: geometry, dtype: float64"
34121207380000,"85    333.957876
Name: geometry, dtype: float64"
34121207420000,"85    333.759
Name: geometry, dtype: float64"
34121207430000,"85    335.959723
Name: geometry, dtype: float64"
34121207450000,"85    350.119771
Name: geometry, dtype: float64"
34121207460000,"85    349.829275
Name: geometry, dtype: float64"
34121207610000,"85    349.396365
Name: geometry, dtype: float64"
34121207670000,"85    335.685946
Name: geometry, dtype: float64"
34121207700000,"85    352.715475
Name: geometry, dtype: float64"
34121208400000,"85    329.491153
85    329.491153
Name: geometry, dtype: float64"
34121208460000,"85    349.35218
Name: geometry, dtype: float64"
34121208690000,"85    328.891631
85    328.891631
Name: geometry, dtype: float64"
34121208880000,"85    328.062712
Name: geometry, dtype: float64"
34121208950000,"85    328.180991
Name: geometry, dtype: float64"
34121208980000,"85    341.094071
Name: geometry, dtype: float64"
34121209590000,"85    327.657253
Name: geometry, dtype: float64"
34121209670000,"85    334.534306
Name: geometry, dtype: float64"
34121209730000,"85    336.770924
Name: geometry, dtype: float64"
34121209860000,"85    327.340175
Name: geometry, dtype: float64"
34121209970000,"85    332.44365
85    332.44365
Name: geometry, dtype: float64"
34121210060000,"85    327.646958
Name: geometry, dtype: float64"
34121210100000,"85    330.186963
85    330.186963
Name: geometry, dtype: float64"
34121210190000,"85    327.95697
Name: geometry, dtype: float64"
34121218170000,"85    331.794258
Name: geometry, dtype: float64"
34121218190000,"85    309.329902
Name: geometry, dtype: float64"
34121218230000,"85    331.339605
Name: geometry, dtype: float64"
34121218240000,"85    330.921401
Name: geometry, dtype: float64"
34121218260000,"85    330.892742
Name: geometry, dtype: float64"
34121218320000,"85    326.364195
Name: geometry, dtype: float64"
34121218330000,"85    326.059217
Name: geometry, dtype: float64"
34121218340000,"85    327.057388
Name: geometry, dtype: float64"
34121218350000,"85    328.136231
Name: geometry, dtype: float64"
34121218390000,"85    318.883597
Name: geometry, dtype: float64"
34121218410000,"85    309.153297
Name: geometry, dtype: float64"
34121218540000,"85    331.420203
85    331.420203
Name: geometry, dtype: float64"
34121218560000,"85    330.631567
85    330.631567
Name: geometry, dtype: float64"
34121218620000,"85    330.32422
Name: geometry, dtype: float64"
34121218650000,"85    320.634412
Name: geometry, dtype: float64"
34121218700000,"85    327.944258
Name: geometry, dtype: float64"
34121218730000,"85    324.008811
Name: geometry, dtype: float64"
34121218780000,"85    333.932072
Name: geometry, dtype: float64"
34121218830000,"85    338.121511
Name: geometry, dtype: float64"
34121218840000,"85    329.397313
85    329.397313
Name: geometry, dtype: float64"
34121218860000,"85    329.219273
Name: geometry, dtype: float64"
34121218870000,"85    328.98559
Name: geometry, dtype: float64"
34121218880000,"85    328.644157
Name: geometry, dtype: float64"
34121218890000,"85    332.183709
Name: geometry, dtype: float64"
34121219160000,"85    340.761509
Name: geometry, dtype: float64"
34121219200000,"85    340.120239
Name: geometry, dtype: float64"
34121219220000,"85    340.030797
Name: geometry, dtype: float64"
34121219240000,"85    310.678432
Name: geometry, dtype: float64"
34121219260000,"85    332.551478
Name: geometry, dtype: float64"
34121219300000,"85    325.793759
Name: geometry, dtype: float64"
34121219400000,"85    324.71563
Name: geometry, dtype: float64"
34121219450000,"85    329.443863
85    329.443863
Name: geometry, dtype: float64"
34121219540000,"85    333.017377
Name: geometry, dtype: float64"
34121219740000,"85    311.156195
Name: geometry, dtype: float64"
34121219790000,"85    324.470086
Name: geometry, dtype: float64"
34121219800000,"85    332.259166
Name: geometry, dtype: float64"
34121220410000,"85    323.076268
Name: geometry, dtype: float64"
34121220420000,"85    323.581806
Name: geometry, dtype: float64"
34121220500000,"85    323.069594
Name: geometry, dtype: float64"
34121220680000,"85    329.679293
85    329.679293
Name: geometry, dtype: float64"
34121220690000,"85    329.189736
85    329.189736
Name: geometry, dtype: float64"
34121220800000,"85    326.947029
Name: geometry, dtype: float64"
34121220870000,"85    311.942308
Name: geometry, dtype: float64"
34121220900000,"85    325.771015
Name: geometry, dtype: float64"
34121220980000,"85    319.731074
Name: geometry, dtype: float64"
34121242400000,"85    347.958763
Name: geometry, dtype: float64"
34121242410000,"85    348.704583
Name: geometry, dtype: float64"
34121242430000,"85    326.565688
Name: geometry, dtype: float64"
34121242440000,"85    350.012596
Name: geometry, dtype: float64"
34121242450000,"85    349.913626
Name: geometry, dtype: float64"
34121242460000,"85    350.853208
Name: geometry, dtype: float64"
34121242470000,"85    351.037242
Name: geometry, dtype: float64"
34121242480000,"85    350.141041
Name: geometry, dtype: float64"
34121242490000,"85    350.492286
Name: geometry, dtype: float64"
34121242560000,"85    317.88099
Name: geometry, dtype: float64"
34121242580000,"85    345.549367
Name: geometry, dtype: float64"
34121242590000,"85    344.516593
Name: geometry, dtype: float64"
34121242710000,"85    319.816534
Name: geometry, dtype: float64"
34121242720000,"85    318.583084
Name: geometry, dtype: float64"
34121242730000,"85    319.722944
Name: geometry, dtype: float64"
34121242760000,"85    328.137078
Name: geometry, dtype: float64"
34121242770000,"85    317.371395
Name: geometry, dtype: float64"
34121242820000,"85    319.981206
Name: geometry, dtype: float64"
34121243360000,"85    325.305045
Name: geometry, dtype: float64"
34121243380000,"85    324.654805
Name: geometry, dtype: float64"
34121243410000,"85    326.445035
Name: geometry, dtype: float64"
34121243460200,"85    331.657368
Name: geometry, dtype: float64"
34121243470000,"85    311.877334
Name: geometry, dtype: float64"
34121243490100,"85    328.209111
Name: geometry, dtype: float64"
34121243500100,"85    311.870768
Name: geometry, dtype: float64"
34121243510000,"85    345.083957
Name: geometry, dtype: float64"
34121243540000,"85    348.015462
Name: geometry, dtype: float64"
34121243620000,"85    352.041619
Name: geometry, dtype: float64"
34121243630100,"85    347.558803
Name: geometry, dtype: float64"
34121243640100,"85    347.56149
Name: geometry, dtype: float64"
34121243650000,"85    347.564566
Name: geometry, dtype: float64"
34121243660100,"85    324.028098
Name: geometry, dtype: float64"
34121243670100,"85    337.780371
Name: geometry, dtype: float64"
34121243680000,"85    349.579912
Name: geometry, dtype: float64"
34121243690000,"85    350.056745
Name: geometry, dtype: float64"
34121243700000,"85    350.156806
Name: geometry, dtype: float64"
34121243730000,"85    326.663736
Name: geometry, dtype: float64"
34121243740000,"85    348.4545
Name: geometry, dtype: float64"
34121243750000,"85    349.002925
Name: geometry, dtype: float64"
34121243770000,"85    346.04224
Name: geometry, dtype: float64"
34121243780000,"85    347.227905
Name: geometry, dtype: float64"
34121243810000,"85    344.011991
Name: geometry, dtype: float64"
34121243830000,"85    348.232832
Name: geometry, dtype: float64"
34121243840000,"85    348.217785
Name: geometry, dtype: float64"
34121243850000,"85    326.235955
Name: geometry, dtype: float64"
34121243870000,"85    334.674856
Name: geometry, dtype: float64"
34121243880000,"85    350.43619
Name: geometry, dtype: float64"
34121243890000,"85    334.666701
Name: geometry, dtype: float64"
34121243960100,"85    339.962815
Name: geometry, dtype: float64"
34121243970000,"85    343.892779
Name: geometry, dtype: float64"
34121244000000,"85    334.678773
Name: geometry, dtype: float64"
34121244010000,"85    324.376562
Name: geometry, dtype: float64"
34121244040000,"85    344.289424
Name: geometry, dtype: float64"
34121244060000,"85    352.250012
Name: geometry, dtype: float64"
34121244070000,"85    333.847293
Name: geometry, dtype: float64"
34121244080000,"85    333.847612
Name: geometry, dtype: float64"
34121244090000,"85    333.847484
Name: geometry, dtype: float64"
34121244100000,"85    331.650465
Name: geometry, dtype: float64"
34121244110000,"85    332.804464
Name: geometry, dtype: float64"
34121244120000,"85    332.80716
Name: geometry, dtype: float64"
34121244130000,"85    339.954844
Name: geometry, dtype: float64"
34121244140000,"85    339.946938
Name: geometry, dtype: float64"
34121244150000,"85    338.614117
Name: geometry, dtype: float64"
34121244160000,"85    338.605199
Name: geometry, dtype: float64"
34121244170000,"85    338.600932
Name: geometry, dtype: float64"
34121244180100,"85    338.59628
Name: geometry, dtype: float64"
34121244190000,"85    338.609851
Name: geometry, dtype: float64"
34121244220000,"85    325.186614
Name: geometry, dtype: float64"
34121244230000,"85    334.261417
Name: geometry, dtype: float64"
34121244240000,"85    334.262351
Name: geometry, dtype: float64"
34121244250000,"85    334.263284
Name: geometry, dtype: float64"
34121244270000,"85    334.654692
Name: geometry, dtype: float64"
34121244280000,"85    333.847619
Name: geometry, dtype: float64"
34121244290000,"85    334.658995
Name: geometry, dtype: float64"
34121244310000,"85    337.449921
Name: geometry, dtype: float64"
34121244320000,"85    337.447174
Name: geometry, dtype: float64"
34121244330000,"85    337.444876
Name: geometry, dtype: float64"
34121244350000,"85    345.274947
Name: geometry, dtype: float64"
34121244360000,"85    345.280771
Name: geometry, dtype: float64"
34121244370000,"85    345.286595
Name: geometry, dtype: float64"
34121244490000,"85    336.292107
Name: geometry, dtype: float64"
34121244500000,"85    336.295294
Name: geometry, dtype: float64"
34121244540000,"85    337.442456
Name: geometry, dtype: float64"
34121244550000,"85    337.440158
Name: geometry, dtype: float64"
34121244560000,"85    342.653676
Name: geometry, dtype: float64"
34121244650000,"85    335.866369
Name: geometry, dtype: float64"
34121244660000,"85    335.867046
Name: geometry, dtype: float64"
34121244710000,"85    333.847488
Name: geometry, dtype: float64"
34121244720000,"85    333.847746
Name: geometry, dtype: float64"
