API WELL NUMBER,Nearest_SWIW_km
34163207850000,"85    247.02309
Name: geometry, dtype: float64"
34163207950000,"85    246.275821
Name: geometry, dtype: float64"
34163208040000,"85    245.10435
Name: geometry, dtype: float64"
34163209510000,"85    240.095137
Name: geometry, dtype: float64"
34163209520000,"85    239.114312
Name: geometry, dtype: float64"
34163605240000,"85    241.041867
Name: geometry, dtype: float64"
34163605370000,"85    246.352225
Name: geometry, dtype: float64"
34163605710000,"85    238.639187
Name: geometry, dtype: float64"
34163605730000,"85    239.01721
Name: geometry, dtype: float64"
34163606180000,"85    240.245394
Name: geometry, dtype: float64"
34163608750000,"85    254.316995
Name: geometry, dtype: float64"
34163608800000,"85    250.14713
Name: geometry, dtype: float64"
34163608830000,"85    247.093317
Name: geometry, dtype: float64"
34163608850000,"85    242.66312
Name: geometry, dtype: float64"
34163609080000,"85    238.796661
Name: geometry, dtype: float64"
34163609140000,"85    247.7563
Name: geometry, dtype: float64"
34163204760000,"85    237.893306
Name: geometry, dtype: float64"
34163204880000,"85    244.511565
Name: geometry, dtype: float64"
34163206270000,"85    254.735571
Name: geometry, dtype: float64"
34163206280000,"85    254.556419
Name: geometry, dtype: float64"
34163209170000,"85    228.679062
Name: geometry, dtype: float64"
34163209230000,"85    225.554346
Name: geometry, dtype: float64"
34163209490000,"85    261.200488
Name: geometry, dtype: float64"
34163209500000,"85    260.133438
Name: geometry, dtype: float64"
34163600510000,"85    255.574495
Name: geometry, dtype: float64"
34163600750000,"85    255.913906
Name: geometry, dtype: float64"
34163601190000,"85    232.852351
Name: geometry, dtype: float64"
34163602870000,"85    242.180349
Name: geometry, dtype: float64"
34163602880000,"85    242.354592
Name: geometry, dtype: float64"
34163609040000,"85    243.041688
Name: geometry, dtype: float64"
34163200600000,"85    254.791922
Name: geometry, dtype: float64"
34163201720000,"85    238.375963
Name: geometry, dtype: float64"
34163201760000,"85    233.278516
Name: geometry, dtype: float64"
34163201800000,"85    237.720017
Name: geometry, dtype: float64"
34163202140000,"85    233.273193
Name: geometry, dtype: float64"
34163202230000,"85    233.941823
Name: geometry, dtype: float64"
34163202360000,"85    259.546419
Name: geometry, dtype: float64"
34163202380000,"85    259.194781
Name: geometry, dtype: float64"
34163602940000,"85    239.728967
Name: geometry, dtype: float64"
34163602960000,"85    239.533895
Name: geometry, dtype: float64"
34163603110000,"85    244.769437
Name: geometry, dtype: float64"
34163603150000,"85    241.554932
Name: geometry, dtype: float64"
34163603280000,"85    237.786991
Name: geometry, dtype: float64"
34163603570000,"85    240.620651
Name: geometry, dtype: float64"
34163603580000,"85    240.899008
Name: geometry, dtype: float64"
34163603620000,"85    242.640452
Name: geometry, dtype: float64"
34163202560000,"85    259.272337
Name: geometry, dtype: float64"
34163202770000,"85    231.852914
Name: geometry, dtype: float64"
34163203280000,"85    255.406398
Name: geometry, dtype: float64"
34163203520000,"85    260.678513
Name: geometry, dtype: float64"
34163203530000,"85    260.544448
Name: geometry, dtype: float64"
34163203580000,"85    258.932916
Name: geometry, dtype: float64"
34163203650000,"85    257.953282
Name: geometry, dtype: float64"
34163203670000,"85    257.979917
Name: geometry, dtype: float64"
34163201240000,"85    238.200071
Name: geometry, dtype: float64"
34163201250000,"85    237.739783
Name: geometry, dtype: float64"
34163201290000,"85    235.009493
Name: geometry, dtype: float64"
34163201310000,"85    235.824186
Name: geometry, dtype: float64"
34163201320000,"85    236.78353
Name: geometry, dtype: float64"
34163201330000,"85    236.207544
Name: geometry, dtype: float64"
34163201370000,"85    235.643028
Name: geometry, dtype: float64"
34163201390000,"85    235.273879
Name: geometry, dtype: float64"
34163201400000,"85    237.246262
Name: geometry, dtype: float64"
34163201420000,"85    237.061296
Name: geometry, dtype: float64"
34163201460000,"85    235.526143
Name: geometry, dtype: float64"
34163201470000,"85    235.755622
Name: geometry, dtype: float64"
34163201500000,"85    235.046099
Name: geometry, dtype: float64"
34163201520000,"85    238.046512
Name: geometry, dtype: float64"
34163201530000,"85    235.955184
Name: geometry, dtype: float64"
34163201540000,"85    235.828519
Name: geometry, dtype: float64"
34163201550000,"85    236.726284
Name: geometry, dtype: float64"
34163201560000,"85    235.910961
Name: geometry, dtype: float64"
34163201570000,"85    234.952885
Name: geometry, dtype: float64"
34163201580000,"85    237.982167
Name: geometry, dtype: float64"
34163203010000,"85    249.826199
Name: geometry, dtype: float64"
34163602370000,"85    235.978162
Name: geometry, dtype: float64"
34163602460000,"85    236.586203
Name: geometry, dtype: float64"
34163203660000,"85    235.33487
Name: geometry, dtype: float64"
34167200250000,"85    356.880836
Name: geometry, dtype: float64"
34167200340000,"85    355.204065
Name: geometry, dtype: float64"
34167200470000,"85    354.712724
Name: geometry, dtype: float64"
34167200530000,"85    354.406077
Name: geometry, dtype: float64"
34167200580000,"85    361.128424
Name: geometry, dtype: float64"
34167200600000,"85    356.901624
Name: geometry, dtype: float64"
34167200630000,"85    354.901427
Name: geometry, dtype: float64"
34167200670000,"85    354.865314
Name: geometry, dtype: float64"
34167200690000,"85    355.511663
Name: geometry, dtype: float64"
34167200730000,"85    360.578187
Name: geometry, dtype: float64"
34167200740000,"85    356.977928
Name: geometry, dtype: float64"
34167200800000,"85    355.30363
Name: geometry, dtype: float64"
34167200810000,"85    356.719345
Name: geometry, dtype: float64"
34167200830000,"85    356.619094
Name: geometry, dtype: float64"
34167200860000,"85    360.631236
Name: geometry, dtype: float64"
34167200890000,"85    356.508146
Name: geometry, dtype: float64"
34167200900000,"85    355.767619
Name: geometry, dtype: float64"
34167200920000,"85    360.351444
Name: geometry, dtype: float64"
34167200950000,"85    355.789982
Name: geometry, dtype: float64"
34167200960000,"85    356.231005
Name: geometry, dtype: float64"
34167200980000,"85    355.541415
Name: geometry, dtype: float64"
34167201030000,"85    355.664978
Name: geometry, dtype: float64"
34167201040000,"85    355.123267
Name: geometry, dtype: float64"
34167201050000,"85    355.408532
Name: geometry, dtype: float64"
34167201060000,"85    355.655131
Name: geometry, dtype: float64"
34167201090000,"85    355.781052
Name: geometry, dtype: float64"
34167201110000,"85    355.442105
Name: geometry, dtype: float64"
34167201130000,"85    355.469029
Name: geometry, dtype: float64"
34167201180000,"85    354.99854
Name: geometry, dtype: float64"
34167201200000,"85    360.05348
Name: geometry, dtype: float64"
34167201230000,"85    356.977796
Name: geometry, dtype: float64"
34167201250000,"85    354.767327
Name: geometry, dtype: float64"
34167201270000,"85    360.765715
Name: geometry, dtype: float64"
34167201280000,"85    355.580477
Name: geometry, dtype: float64"
34167201290000,"85    360.789152
Name: geometry, dtype: float64"
34167201300000,"85    355.691101
Name: geometry, dtype: float64"
34167201310000,"85    355.009913
Name: geometry, dtype: float64"
34167204440000,"85    362.970319
Name: geometry, dtype: float64"
34167204500000,"85    364.198859
Name: geometry, dtype: float64"
34167204530000,"85    365.864756
Name: geometry, dtype: float64"
34167204850000,"85    372.510516
Name: geometry, dtype: float64"
34167205000000,"85    378.616731
Name: geometry, dtype: float64"
34167205330000,"85    378.739309
Name: geometry, dtype: float64"
34167205500000,"85    372.783236
Name: geometry, dtype: float64"
34167205620000,"85    383.35641
Name: geometry, dtype: float64"
34167205690000,"85    378.760938
Name: geometry, dtype: float64"
34167205840000,"85    317.500471
Name: geometry, dtype: float64"
34167205850000,"85    332.05261
Name: geometry, dtype: float64"
34167206130000,"85    379.366049
Name: geometry, dtype: float64"
34167206240000,"85    378.648769
Name: geometry, dtype: float64"
34167206400000,"85    334.565942
Name: geometry, dtype: float64"
34167206490000,"85    333.199198
Name: geometry, dtype: float64"
34167200440000,"85    341.809552
85    341.809552
Name: geometry, dtype: float64"
34167200550000,"85    342.020885
85    342.020885
Name: geometry, dtype: float64"
34167206620000,"85    378.558318
Name: geometry, dtype: float64"
34167206640000,"85    371.795807
Name: geometry, dtype: float64"
34167206690000,"85    314.738296
Name: geometry, dtype: float64"
34167207020000,"85    375.607131
Name: geometry, dtype: float64"
34167207030000,"85    378.496497
Name: geometry, dtype: float64"
34167207240000,"85    378.952235
Name: geometry, dtype: float64"
34167207320000,"85    378.448618
Name: geometry, dtype: float64"
34167207340000,"85    380.654966
Name: geometry, dtype: float64"
34167207940000,"85    314.658147
Name: geometry, dtype: float64"
34167207960000,"85    377.371153
Name: geometry, dtype: float64"
34167207970000,"85    377.045377
Name: geometry, dtype: float64"
34167208030000,"85    371.860258
Name: geometry, dtype: float64"
34167208200000,"85    363.17777
Name: geometry, dtype: float64"
34167208240000,"85    349.95324
Name: geometry, dtype: float64"
34167200620000,"85    341.964016
85    341.964016
Name: geometry, dtype: float64"
34167200680000,"85    343.590975
85    343.590975
Name: geometry, dtype: float64"
34167200820000,"85    342.102436
85    342.102436
Name: geometry, dtype: float64"
34167201380000,"85    360.877041
Name: geometry, dtype: float64"
34167201650000,"85    380.921963
Name: geometry, dtype: float64"
34167202530000,"85    373.35985
Name: geometry, dtype: float64"
34167202630000,"85    350.688108
Name: geometry, dtype: float64"
34167203000000,"85    369.091891
Name: geometry, dtype: float64"
34167203260000,"85    366.527142
Name: geometry, dtype: float64"
34167203400000,"85    364.999661
Name: geometry, dtype: float64"
34167203930000,"85    365.198738
Name: geometry, dtype: float64"
34167240650000,"85    353.353368
Name: geometry, dtype: float64"
34167240700000,"85    353.465881
Name: geometry, dtype: float64"
34167240800000,"85    353.794448
Name: geometry, dtype: float64"
34167240850000,"85    352.240461
Name: geometry, dtype: float64"
34167240860000,"85    352.544595
Name: geometry, dtype: float64"
34167240900000,"85    354.71886
Name: geometry, dtype: float64"
34167240910000,"85    353.933409
Name: geometry, dtype: float64"
34167241500000,"85    354.40436
Name: geometry, dtype: float64"
34167241510000,"85    355.018443
Name: geometry, dtype: float64"
34167241540000,"85    355.301472
Name: geometry, dtype: float64"
34167241800000,"85    356.248851
Name: geometry, dtype: float64"
34167241860000,"85    355.967552
Name: geometry, dtype: float64"
34167241870000,"85    355.905754
Name: geometry, dtype: float64"
34167241910000,"85    356.137282
Name: geometry, dtype: float64"
34167242160000,"85    355.806701
Name: geometry, dtype: float64"
34167242260000,"85    355.732369
Name: geometry, dtype: float64"
34167242280000,"85    356.557127
Name: geometry, dtype: float64"
34167242290000,"85    355.656095
Name: geometry, dtype: float64"
34167242410000,"85    356.226455
Name: geometry, dtype: float64"
34167242460000,"85    355.324138
Name: geometry, dtype: float64"
34167242500000,"85    355.54162
Name: geometry, dtype: float64"
34167242520000,"85    354.624568
Name: geometry, dtype: float64"
34167242560000,"85    355.577626
Name: geometry, dtype: float64"
34167204740000,"85    364.772734
Name: geometry, dtype: float64"
34167206650000,"85    365.874443
Name: geometry, dtype: float64"
34167207110000,"85    374.640294
Name: geometry, dtype: float64"
34167207440000,"85    365.059988
Name: geometry, dtype: float64"
34167201340000,"85    355.297098
Name: geometry, dtype: float64"
34167201360000,"85    354.955897
Name: geometry, dtype: float64"
34167201390000,"85    355.389694
Name: geometry, dtype: float64"
34167201420000,"85    355.747692
Name: geometry, dtype: float64"
34167201430000,"85    355.507563
Name: geometry, dtype: float64"
34167201520000,"85    355.185901
Name: geometry, dtype: float64"
34167201530000,"85    355.642416
Name: geometry, dtype: float64"
34167201540000,"85    355.401298
Name: geometry, dtype: float64"
34167201550000,"85    354.999864
Name: geometry, dtype: float64"
34167201680000,"85    355.509455
Name: geometry, dtype: float64"
34167201690000,"85    355.1027
Name: geometry, dtype: float64"
34167201740000,"85    355.676062
Name: geometry, dtype: float64"
34167201760000,"85    361.750793
Name: geometry, dtype: float64"
34167201790000,"85    360.04258
Name: geometry, dtype: float64"
34167201810000,"85    350.455043
Name: geometry, dtype: float64"
34167201850000,"85    355.776056
Name: geometry, dtype: float64"
34167201880000,"85    358.47913
Name: geometry, dtype: float64"
34167201890000,"85    358.143902
Name: geometry, dtype: float64"
34167201920000,"85    362.58461
Name: geometry, dtype: float64"
34167201930000,"85    354.81606
Name: geometry, dtype: float64"
34167201950000,"85    361.413028
Name: geometry, dtype: float64"
34167201960000,"85    358.147358
Name: geometry, dtype: float64"
34167202050000,"85    356.524666
Name: geometry, dtype: float64"
34167202120000,"85    362.79105
Name: geometry, dtype: float64"
34167202170000,"85    354.10835
Name: geometry, dtype: float64"
34167202180000,"85    360.490751
Name: geometry, dtype: float64"
34167202210000,"85    360.988943
Name: geometry, dtype: float64"
34167202240000,"85    361.383462
Name: geometry, dtype: float64"
34167202260000,"85    361.095442
Name: geometry, dtype: float64"
34167202320000,"85    353.866881
Name: geometry, dtype: float64"
34167202340000,"85    354.349688
Name: geometry, dtype: float64"
34167202370000,"85    357.816844
Name: geometry, dtype: float64"
34167202400000,"85    361.381397
Name: geometry, dtype: float64"
34167202440000,"85    363.762387
Name: geometry, dtype: float64"
34167202520000,"85    373.166116
Name: geometry, dtype: float64"
34167202640000,"85    360.90167
Name: geometry, dtype: float64"
34167203230000,"85    337.033722
Name: geometry, dtype: float64"
34167203640000,"85    333.835601
Name: geometry, dtype: float64"
34167200030000,"85    337.878666
85    337.878666
Name: geometry, dtype: float64"
34167200080000,"85    337.955581
85    337.955581
Name: geometry, dtype: float64"
34167200320000,"85    340.016095
85    340.016095
Name: geometry, dtype: float64"
34167200370000,"85    343.396302
85    343.396302
Name: geometry, dtype: float64"
34167200520000,"85    333.92444
Name: geometry, dtype: float64"
34167200540000,"85    310.09645
Name: geometry, dtype: float64"
34167200660000,"85    306.347447
Name: geometry, dtype: float64"
34167201490000,"85    308.083711
Name: geometry, dtype: float64"
34167201620000,"85    337.07571
85    337.07571
Name: geometry, dtype: float64"
34167201670000,"85    340.238064
85    340.238064
Name: geometry, dtype: float64"
34167201700000,"85    337.189011
85    337.189011
Name: geometry, dtype: float64"
34167201710000,"85    339.317023
85    339.317023
Name: geometry, dtype: float64"
34167201830000,"85    340.288653
85    340.288653
Name: geometry, dtype: float64"
34167202070000,"85    340.238802
85    340.238802
Name: geometry, dtype: float64"
34167202130000,"85    340.385854
85    340.385854
Name: geometry, dtype: float64"
34167202160000,"85    305.643394
Name: geometry, dtype: float64"
34167202200000,"85    340.15887
85    340.15887
Name: geometry, dtype: float64"
34167202280000,"85    338.39452
85    338.39452
Name: geometry, dtype: float64"
34167202490000,"85    324.933643
Name: geometry, dtype: float64"
34167202890000,"85    340.440366
85    340.440366
Name: geometry, dtype: float64"
34167202930000,"85    307.144469
Name: geometry, dtype: float64"
34167202980000,"85    329.475418
Name: geometry, dtype: float64"
34167202990000,"85    328.689522
Name: geometry, dtype: float64"
34167204420000,"85    336.493915
85    336.493915
Name: geometry, dtype: float64"
34167204560000,"85    335.593264
Name: geometry, dtype: float64"
34167204690000,"85    324.162595
Name: geometry, dtype: float64"
34167203470000,"85    328.933055
Name: geometry, dtype: float64"
34167203660000,"85    330.560722
Name: geometry, dtype: float64"
34167203720000,"85    306.718788
Name: geometry, dtype: float64"
34167203760000,"85    342.021657
85    342.021657
Name: geometry, dtype: float64"
34167203870000,"85    340.103664
85    340.103664
Name: geometry, dtype: float64"
34167203980000,"85    331.64999
Name: geometry, dtype: float64"
34167204020000,"85    329.917871
Name: geometry, dtype: float64"
34167205060000,"85    336.097122
Name: geometry, dtype: float64"
34167205270000,"85    307.24999
Name: geometry, dtype: float64"
34167203780000,"85    361.208916
Name: geometry, dtype: float64"
34167203890000,"85    368.842699
Name: geometry, dtype: float64"
34167203920000,"85    368.768128
Name: geometry, dtype: float64"
34167204030000,"85    360.711215
Name: geometry, dtype: float64"
34167204040000,"85    368.718067
Name: geometry, dtype: float64"
34167204200000,"85    358.984572
Name: geometry, dtype: float64"
34167204410000,"85    369.117585
Name: geometry, dtype: float64"
34167204480000,"85    368.693981
Name: geometry, dtype: float64"
34167204520000,"85    356.771962
Name: geometry, dtype: float64"
34167204590000,"85    364.399728
Name: geometry, dtype: float64"
34167204600000,"85    358.940253
Name: geometry, dtype: float64"
34167204820000,"85    371.72167
Name: geometry, dtype: float64"
34167204880000,"85    368.624409
Name: geometry, dtype: float64"
34167204890000,"85    369.154765
Name: geometry, dtype: float64"
34167204960000,"85    363.780728
Name: geometry, dtype: float64"
34167204970000,"85    359.775181
Name: geometry, dtype: float64"
34167205080000,"85    368.580031
Name: geometry, dtype: float64"
34167205140000,"85    359.06575
Name: geometry, dtype: float64"
34167205190000,"85    346.610595
Name: geometry, dtype: float64"
34167205480000,"85    359.11685
Name: geometry, dtype: float64"
34167205570000,"85    356.259915
Name: geometry, dtype: float64"
34167205660000,"85    363.272448
Name: geometry, dtype: float64"
34167205710000,"85    358.901286
Name: geometry, dtype: float64"
34167205720000,"85    359.934656
Name: geometry, dtype: float64"
34167205800000,"85    358.984598
Name: geometry, dtype: float64"
34167205870000,"85    346.462155
Name: geometry, dtype: float64"
34167205960000,"85    359.251157
Name: geometry, dtype: float64"
34167206520000,"85    359.169616
Name: geometry, dtype: float64"
34167206570000,"85    364.147973
Name: geometry, dtype: float64"
34167206660000,"85    356.535321
Name: geometry, dtype: float64"
34167206720000,"85    362.094648
Name: geometry, dtype: float64"
34167206750000,"85    359.942965
Name: geometry, dtype: float64"
34167240680000,"85    330.528492
Name: geometry, dtype: float64"
34167240730000,"85    325.837028
Name: geometry, dtype: float64"
34167240740000,"85    325.523713
Name: geometry, dtype: float64"
34167240780000,"85    335.25999
Name: geometry, dtype: float64"
34167240830000,"85    326.925802
Name: geometry, dtype: float64"
34167240840000,"85    332.568724
Name: geometry, dtype: float64"
34167240890000,"85    332.045136
Name: geometry, dtype: float64"
34167240940000,"85    333.421709
Name: geometry, dtype: float64"
34167241010000,"85    331.027896
Name: geometry, dtype: float64"
34167241040000,"85    328.616103
Name: geometry, dtype: float64"
34167241050000,"85    329.633557
Name: geometry, dtype: float64"
34167241060000,"85    330.259616
Name: geometry, dtype: float64"
34167241070000,"85    330.065668
Name: geometry, dtype: float64"
34167241120000,"85    331.088944
Name: geometry, dtype: float64"
34167207180000,"85    364.274248
Name: geometry, dtype: float64"
34167207200000,"85    359.138198
Name: geometry, dtype: float64"
34167207270000,"85    357.755027
Name: geometry, dtype: float64"
34167207420000,"85    359.905863
Name: geometry, dtype: float64"
34167207480000,"85    351.236401
Name: geometry, dtype: float64"
34167207540000,"85    359.475256
Name: geometry, dtype: float64"
34167207830000,"85    368.973022
Name: geometry, dtype: float64"
34167208140000,"85    368.974677
Name: geometry, dtype: float64"
34167208180000,"85    346.793018
Name: geometry, dtype: float64"
34167208190000,"85    308.833749
Name: geometry, dtype: float64"
34167208250000,"85    353.213635
Name: geometry, dtype: float64"
34167208560000,"85    364.134118
Name: geometry, dtype: float64"
34167208570000,"85    358.879075
Name: geometry, dtype: float64"
34167208760000,"85    360.631105
Name: geometry, dtype: float64"
34167208830000,"85    360.233005
Name: geometry, dtype: float64"
34167208850000,"85    348.284763
Name: geometry, dtype: float64"
34167209020000,"85    371.54657
Name: geometry, dtype: float64"
34167209150000,"85    373.506194
Name: geometry, dtype: float64"
34167209300000,"85    361.261766
Name: geometry, dtype: float64"
34167209940000,"85    361.369352
Name: geometry, dtype: float64"
34167210260000,"85    348.832897
Name: geometry, dtype: float64"
34167210420000,"85    359.515285
Name: geometry, dtype: float64"
34167210430000,"85    358.672191
Name: geometry, dtype: float64"
34167210530000,"85    348.768898
Name: geometry, dtype: float64"
34167210610000,"85    368.379331
Name: geometry, dtype: float64"
34167210710000,"85    353.116655
Name: geometry, dtype: float64"
34167210720000,"85    353.078928
Name: geometry, dtype: float64"
34167210830000,"85    355.519815
Name: geometry, dtype: float64"
34167211170000,"85    361.004194
Name: geometry, dtype: float64"
34167211270000,"85    358.669072
Name: geometry, dtype: float64"
34167211290000,"85    355.013319
Name: geometry, dtype: float64"
34167211370000,"85    348.593118
Name: geometry, dtype: float64"
34167211380000,"85    353.107959
Name: geometry, dtype: float64"
34167211430000,"85    348.650968
Name: geometry, dtype: float64"
34167211490000,"85    348.683609
Name: geometry, dtype: float64"
34167211500000,"85    360.100272
Name: geometry, dtype: float64"
34167211550000,"85    356.406029
Name: geometry, dtype: float64"
34167211570000,"85    348.752556
Name: geometry, dtype: float64"
34167211600000,"85    361.159636
Name: geometry, dtype: float64"
34167211620000,"85    365.001885
Name: geometry, dtype: float64"
34167211680000,"85    348.870225
Name: geometry, dtype: float64"
34167211740000,"85    360.727098
Name: geometry, dtype: float64"
34167211810000,"85    348.983759
Name: geometry, dtype: float64"
34167211830000,"85    355.12525
Name: geometry, dtype: float64"
34167211840000,"85    348.766353
Name: geometry, dtype: float64"
34167211930000,"85    355.373956
Name: geometry, dtype: float64"
34167212010000,"85    346.214135
Name: geometry, dtype: float64"
34167212020000,"85    353.12058
Name: geometry, dtype: float64"
34167212030000,"85    353.225305
Name: geometry, dtype: float64"
34167212160000,"85    348.995122
Name: geometry, dtype: float64"
34167212220000,"85    348.818691
Name: geometry, dtype: float64"
34167212380000,"85    355.210413
Name: geometry, dtype: float64"
34167212570000,"85    360.665521
Name: geometry, dtype: float64"
34167212690000,"85    359.137139
Name: geometry, dtype: float64"
34167212700000,"85    355.183727
Name: geometry, dtype: float64"
34167213180000,"85    363.544266
Name: geometry, dtype: float64"
34167214430000,"85    370.567109
Name: geometry, dtype: float64"
34167214660000,"85    359.561193
Name: geometry, dtype: float64"
34167214690000,"85    346.745207
Name: geometry, dtype: float64"
34167214700000,"85    360.821849
Name: geometry, dtype: float64"
34167217700000,"85    364.727713
Name: geometry, dtype: float64"
34167217720000,"85    372.520081
Name: geometry, dtype: float64"
34167217730000,"85    372.470839
Name: geometry, dtype: float64"
34167217840000,"85    364.710488
Name: geometry, dtype: float64"
34167217990000,"85    355.49112
Name: geometry, dtype: float64"
34167218030000,"85    372.5014
Name: geometry, dtype: float64"
34167218040000,"85    364.891206
Name: geometry, dtype: float64"
34167218100000,"85    360.562687
Name: geometry, dtype: float64"
34167218220000,"85    324.251059
Name: geometry, dtype: float64"
34167218240000,"85    329.478599
Name: geometry, dtype: float64"
34167218290000,"85    353.183176
Name: geometry, dtype: float64"
34167218340000,"85    360.757865
Name: geometry, dtype: float64"
34167218580000,"85    348.953717
Name: geometry, dtype: float64"
34167218590000,"85    372.682035
Name: geometry, dtype: float64"
34167218620000,"85    372.858379
Name: geometry, dtype: float64"
34167218710000,"85    372.602016
Name: geometry, dtype: float64"
34167218800000,"85    360.825703
Name: geometry, dtype: float64"
34167218930000,"85    367.634633
Name: geometry, dtype: float64"
34167218940000,"85    367.513176
Name: geometry, dtype: float64"
34167218990000,"85    368.775939
Name: geometry, dtype: float64"
34167219050000,"85    361.080494
Name: geometry, dtype: float64"
34167219170000,"85    372.765285
Name: geometry, dtype: float64"
34167219180000,"85    364.798016
Name: geometry, dtype: float64"
34167219220000,"85    369.635341
Name: geometry, dtype: float64"
34167219230000,"85    308.950158
Name: geometry, dtype: float64"
34167219290000,"85    369.732373
Name: geometry, dtype: float64"
34167219310000,"85    361.212625
Name: geometry, dtype: float64"
34167219410000,"85    372.852309
Name: geometry, dtype: float64"
34167219460000,"85    365.384893
Name: geometry, dtype: float64"
34167219480000,"85    363.905741
Name: geometry, dtype: float64"
34167219510000,"85    365.487726
Name: geometry, dtype: float64"
34167219650000,"85    348.644793
Name: geometry, dtype: float64"
34167219680000,"85    372.926306
Name: geometry, dtype: float64"
34167219690000,"85    359.375983
Name: geometry, dtype: float64"
34167219700000,"85    359.123402
Name: geometry, dtype: float64"
34167205470000,"85    307.23245
Name: geometry, dtype: float64"
34167205610000,"85    335.670413
Name: geometry, dtype: float64"
34167205770000,"85    330.064972
Name: geometry, dtype: float64"
34167207100000,"85    332.144014
Name: geometry, dtype: float64"
34167208020000,"85    329.961664
Name: geometry, dtype: float64"
34167208500000,"85    310.169314
Name: geometry, dtype: float64"
34167209430000,"85    338.649775
85    338.649775
Name: geometry, dtype: float64"
34167210120000,"85    310.021745
Name: geometry, dtype: float64"
34167210500000,"85    319.591938
Name: geometry, dtype: float64"
34167210700000,"85    323.252396
Name: geometry, dtype: float64"
34167211020000,"85    320.2755
Name: geometry, dtype: float64"
34167211220000,"85    323.336338
Name: geometry, dtype: float64"
34167211340000,"85    322.530684
Name: geometry, dtype: float64"
34167211460000,"85    338.587065
85    338.587065
Name: geometry, dtype: float64"
34167212740000,"85    311.028615
Name: geometry, dtype: float64"
34167212980000,"85    339.418647
85    339.418647
Name: geometry, dtype: float64"
34167212990000,"85    322.933833
Name: geometry, dtype: float64"
34167213150000,"85    328.919152
Name: geometry, dtype: float64"
34167213330000,"85    327.198474
Name: geometry, dtype: float64"
34167240660000,"85    330.927608
Name: geometry, dtype: float64"
34167240710000,"85    324.758908
Name: geometry, dtype: float64"
34167240810000,"85    329.843908
Name: geometry, dtype: float64"
34167240870000,"85    323.694571
Name: geometry, dtype: float64"
34167240880000,"85    325.867733
Name: geometry, dtype: float64"
34167240980000,"85    325.576189
Name: geometry, dtype: float64"
34167241030000,"85    330.47778
Name: geometry, dtype: float64"
34167241090000,"85    338.474429
85    338.474429
Name: geometry, dtype: float64"
34167241100000,"85    339.593855
85    339.593855
Name: geometry, dtype: float64"
34167241140000,"85    328.667713
Name: geometry, dtype: float64"
34167241200000,"85    326.489615
Name: geometry, dtype: float64"
34167241220000,"85    338.274061
Name: geometry, dtype: float64"
34167241230000,"85    331.221309
Name: geometry, dtype: float64"
34167241360000,"85    338.209246
Name: geometry, dtype: float64"
34167241370000,"85    325.650548
Name: geometry, dtype: float64"
34167241420000,"85    332.323329
Name: geometry, dtype: float64"
34167241520000,"85    353.01666
Name: geometry, dtype: float64"
34167241530000,"85    327.304934
Name: geometry, dtype: float64"
34167241560000,"85    323.797905
Name: geometry, dtype: float64"
34167241570000,"85    328.177629
Name: geometry, dtype: float64"
34167241580000,"85    342.593245
85    342.593245
Name: geometry, dtype: float64"
34167241620000,"85    335.590196
Name: geometry, dtype: float64"
34167241750000,"85    327.861303
Name: geometry, dtype: float64"
34167241880000,"85    324.660721
Name: geometry, dtype: float64"
34167241900000,"85    322.68917
Name: geometry, dtype: float64"
34167242020000,"85    331.475484
Name: geometry, dtype: float64"
34167242070000,"85    337.152913
Name: geometry, dtype: float64"
34167242150000,"85    327.759868
Name: geometry, dtype: float64"
34167242170000,"85    342.449164
85    342.449164
Name: geometry, dtype: float64"
34167242230000,"85    331.961196
Name: geometry, dtype: float64"
34167242270000,"85    339.284699
Name: geometry, dtype: float64"
34167242310000,"85    323.386638
Name: geometry, dtype: float64"
34167242430000,"85    334.869814
Name: geometry, dtype: float64"
34167242440000,"85    332.309309
Name: geometry, dtype: float64"
34167242570000,"85    331.232337
Name: geometry, dtype: float64"
34167242620000,"85    332.693305
Name: geometry, dtype: float64"
34167242650000,"85    334.161746
Name: geometry, dtype: float64"
34167242680000,"85    331.091211
Name: geometry, dtype: float64"
34167242740000,"85    334.817325
Name: geometry, dtype: float64"
34167242810000,"85    330.090757
Name: geometry, dtype: float64"
34167243100000,"85    339.276826
Name: geometry, dtype: float64"
34167243110000,"85    336.33077
Name: geometry, dtype: float64"
34167243130000,"85    335.101893
Name: geometry, dtype: float64"
34167243140000,"85    333.284134
Name: geometry, dtype: float64"
34167243200000,"85    333.029617
Name: geometry, dtype: float64"
34167243360000,"85    327.915977
Name: geometry, dtype: float64"
34167243430000,"85    331.62745
Name: geometry, dtype: float64"
34167243450000,"85    338.993021
Name: geometry, dtype: float64"
34167243460000,"85    336.668466
Name: geometry, dtype: float64"
34167243840000,"85    331.456149
Name: geometry, dtype: float64"
34167243950000,"85    328.643359
Name: geometry, dtype: float64"
34167202660000,"85    340.147416
85    340.147416
Name: geometry, dtype: float64"
34167202820000,"85    373.549966
Name: geometry, dtype: float64"
34167202900000,"85    377.894944
Name: geometry, dtype: float64"
34167202910000,"85    377.228943
Name: geometry, dtype: float64"
34167203100000,"85    375.780027
Name: geometry, dtype: float64"
34167203120000,"85    375.160048
Name: geometry, dtype: float64"
